case,a2,a3,a4
1,0.0,0.0,1.0
2,0.0,0.03571428571428571,0.9642857142857143
3,0.0,0.07142857142857142,0.9285714285714286
4,0.0,0.10714285714285714,0.8928571428571429
5,0.0,0.14285714285714285,0.8571428571428571
6,0.0,0.17857142857142858,0.8214285714285714
7,0.0,0.21428571428571427,0.7857142857142857
8,0.0,0.25,0.75
9,0.0,0.2857142857142857,0.7142857142857143
10,0.0,0.32142857142857145,0.6785714285714286
11,0.0,0.35714285714285715,0.6428571428571429
12,0.0,0.39285714285714285,0.6071428571428571
13,0.0,0.42857142857142855,0.5714285714285714
14,0.0,0.4642857142857143,0.5357142857142857
15,0.0,0.5,0.5
16,0.0,0.5357142857142857,0.4642857142857143
17,0.0,0.5714285714285714,0.42857142857142855
18,0.0,0.6071428571428571,0.39285714285714285
19,0.0,0.6428571428571429,0.35714285714285715
20,0.0,0.6785714285714286,0.32142857142857145
21,0.0,0.7142857142857143,0.2857142857142857
22,0.0,0.75,0.25
23,0.0,0.7857142857142857,0.21428571428571427
24,0.0,0.8214285714285714,0.17857142857142858
25,0.0,0.8571428571428571,0.14285714285714285
26,0.0,0.8928571428571429,0.10714285714285714
27,0.0,0.9285714285714286,0.07142857142857142
28,0.0,0.9642857142857143,0.03571428571428571
29,0.0,1.0,0.0
30,0.03571428571428571,0.0,0.9642857142857143
31,0.03571428571428571,0.03571428571428571,0.9285714285714286
32,0.03571428571428571,0.07142857142857142,0.8928571428571429
33,0.03571428571428571,0.10714285714285714,0.8571428571428571
34,0.03571428571428571,0.14285714285714285,0.8214285714285714
35,0.03571428571428571,0.17857142857142858,0.7857142857142857
36,0.03571428571428571,0.21428571428571427,0.75
37,0.03571428571428571,0.25,0.7142857142857143
38,0.03571428571428571,0.2857142857142857,0.6785714285714286
39,0.03571428571428571,0.32142857142857145,0.6428571428571429
40,0.03571428571428571,0.35714285714285715,0.6071428571428571
41,0.03571428571428571,0.39285714285714285,0.5714285714285714
42,0.03571428571428571,0.42857142857142855,0.5357142857142857
43,0.03571428571428571,0.4642857142857143,0.5
44,0.03571428571428571,0.5,0.4642857142857143
45,0.03571428571428571,0.5357142857142857,0.42857142857142855
46,0.03571428571428571,0.5714285714285714,0.39285714285714285
47,0.03571428571428571,0.6071428571428571,0.35714285714285715
48,0.03571428571428571,0.6428571428571429,0.32142857142857145
49,0.03571428571428571,0.6785714285714286,0.2857142857142857
50,0.03571428571428571,0.7142857142857143,0.25
51,0.03571428571428571,0.75,0.21428571428571427
52,0.03571428571428571,0.7857142857142857,0.17857142857142858
53,0.03571428571428571,0.8214285714285714,0.14285714285714285
54,0.03571428571428571,0.8928571428571429,0.07142857142857142
55,0.03571428571428571,0.9285714285714286,0.03571428571428571
56,0.03571428571428571,0.9642857142857143,0.0
57,0.07142857142857142,0.0,0.9285714285714286
58,0.07142857142857142,0.03571428571428571,0.8928571428571429
59,0.07142857142857142,0.07142857142857142,0.8571428571428571
60,0.07142857142857142,0.10714285714285714,0.8214285714285714
61,0.07142857142857142,0.14285714285714285,0.7857142857142857
62,0.07142857142857142,0.17857142857142858,0.75
63,0.07142857142857142,0.21428571428571427,0.7142857142857143
64,0.07142857142857142,0.25,0.6785714285714286
65,0.07142857142857142,0.2857142857142857,0.6428571428571429
66,0.07142857142857142,0.32142857142857145,0.6071428571428571
67,0.07142857142857142,0.35714285714285715,0.5714285714285714
68,0.07142857142857142,0.39285714285714285,0.5357142857142857
69,0.07142857142857142,0.42857142857142855,0.5
70,0.07142857142857142,0.4642857142857143,0.4642857142857143
71,0.07142857142857142,0.5,0.42857142857142855
72,0.07142857142857142,0.5357142857142857,0.39285714285714285
73,0.07142857142857142,0.5714285714285714,0.35714285714285715
74,0.07142857142857142,0.6071428571428571,0.32142857142857145
75,0.07142857142857142,0.6428571428571429,0.2857142857142857
76,0.07142857142857142,0.6785714285714286,0.25
77,0.07142857142857142,0.7142857142857143,0.21428571428571427
78,0.07142857142857142,0.75,0.17857142857142858
79,0.07142857142857142,0.7857142857142857,0.14285714285714285
80,0.07142857142857142,0.8928571428571429,0.03571428571428571
81,0.07142857142857142,0.9285714285714286,0.0
82,0.10714285714285714,0.0,0.8928571428571429
83,0.10714285714285714,0.03571428571428571,0.8571428571428571
84,0.10714285714285714,0.07142857142857142,0.8214285714285714
85,0.10714285714285714,0.10714285714285714,0.7857142857142857
86,0.10714285714285714,0.14285714285714285,0.75
87,0.10714285714285714,0.17857142857142858,0.7142857142857143
88,0.10714285714285714,0.21428571428571427,0.6785714285714286
89,0.10714285714285714,0.25,0.6428571428571429
90,0.10714285714285714,0.2857142857142857,0.6071428571428571
91,0.10714285714285714,0.32142857142857145,0.5714285714285714
92,0.10714285714285714,0.35714285714285715,0.5357142857142857
93,0.10714285714285714,0.39285714285714285,0.5
94,0.10714285714285714,0.42857142857142855,0.4642857142857143
95,0.10714285714285714,0.4642857142857143,0.42857142857142855
96,0.10714285714285714,0.5,0.39285714285714285
97,0.10714285714285714,0.5357142857142857,0.35714285714285715
98,0.10714285714285714,0.5714285714285714,0.32142857142857145
99,0.10714285714285714,0.6428571428571429,0.25
100,0.10714285714285714,0.6785714285714286,0.21428571428571427
101,0.10714285714285714,0.7142857142857143,0.17857142857142858
102,0.10714285714285714,0.75,0.14285714285714285
103,0.10714285714285714,0.8928571428571429,0.0
104,0.14285714285714285,0.0,0.8571428571428571
105,0.14285714285714285,0.03571428571428571,0.8214285714285714
106,0.14285714285714285,0.07142857142857142,0.7857142857142857
107,0.14285714285714285,0.10714285714285714,0.75
108,0.14285714285714285,0.14285714285714285,0.7142857142857143
109,0.14285714285714285,0.17857142857142858,0.6785714285714286
110,0.14285714285714285,0.21428571428571427,0.6428571428571429
111,0.14285714285714285,0.25,0.6071428571428571
112,0.14285714285714285,0.2857142857142857,0.5714285714285714
113,0.14285714285714285,0.32142857142857145,0.5357142857142857
114,0.14285714285714285,0.35714285714285715,0.5
115,0.14285714285714285,0.39285714285714285,0.4642857142857143
116,0.14285714285714285,0.42857142857142855,0.42857142857142855
117,0.14285714285714285,0.4642857142857143,0.39285714285714285
118,0.14285714285714285,0.5,0.35714285714285715
119,0.14285714285714285,0.5357142857142857,0.32142857142857145
120,0.14285714285714285,0.6071428571428571,0.25
121,0.14285714285714285,0.6428571428571429,0.21428571428571427
122,0.14285714285714285,0.6785714285714286,0.17857142857142858
123,0.14285714285714285,0.7142857142857143,0.14285714285714285
124,0.14285714285714285,0.7857142857142857,0.07142857142857142
125,0.14285714285714285,0.8571428571428571,0.0
126,0.17857142857142858,0.0,0.8214285714285714
127,0.17857142857142858,0.03571428571428571,0.7857142857142857
128,0.17857142857142858,0.07142857142857142,0.75
129,0.17857142857142858,0.10714285714285714,0.7142857142857143
130,0.17857142857142858,0.14285714285714285,0.6785714285714286
131,0.17857142857142858,0.17857142857142858,0.6428571428571429
132,0.17857142857142858,0.21428571428571427,0.6071428571428571
133,0.17857142857142858,0.25,0.5714285714285714
134,0.17857142857142858,0.2857142857142857,0.5357142857142857
135,0.17857142857142858,0.32142857142857145,0.5
136,0.17857142857142858,0.35714285714285715,0.4642857142857143
137,0.17857142857142858,0.39285714285714285,0.42857142857142855
138,0.17857142857142858,0.42857142857142855,0.39285714285714285
139,0.17857142857142858,0.4642857142857143,0.35714285714285715
140,0.17857142857142858,0.5,0.32142857142857145
141,0.17857142857142858,0.5357142857142857,0.2857142857142857
142,0.17857142857142858,0.5714285714285714,0.25
143,0.17857142857142858,0.6071428571428571,0.21428571428571427
144,0.17857142857142858,0.6428571428571429,0.17857142857142858
145,0.17857142857142858,0.6785714285714286,0.14285714285714285
146,0.17857142857142858,0.7142857142857143,0.10714285714285714
147,0.17857142857142858,0.75,0.07142857142857142
148,0.17857142857142858,0.7857142857142857,0.03571428571428571
149,0.17857142857142858,0.8214285714285714,0.0
150,0.21428571428571427,0.0,0.7857142857142857
151,0.21428571428571427,0.03571428571428571,0.75
152,0.21428571428571427,0.07142857142857142,0.7142857142857143
153,0.21428571428571427,0.10714285714285714,0.6785714285714286
154,0.21428571428571427,0.14285714285714285,0.6428571428571429
155,0.21428571428571427,0.17857142857142858,0.6071428571428571
156,0.21428571428571427,0.21428571428571427,0.5714285714285714
157,0.21428571428571427,0.25,0.5357142857142857
158,0.21428571428571427,0.2857142857142857,0.5
159,0.21428571428571427,0.32142857142857145,0.4642857142857143
160,0.21428571428571427,0.35714285714285715,0.42857142857142855
161,0.21428571428571427,0.39285714285714285,0.39285714285714285
162,0.21428571428571427,0.42857142857142855,0.35714285714285715
163,0.21428571428571427,0.4642857142857143,0.32142857142857145
164,0.21428571428571427,0.5,0.2857142857142857
165,0.21428571428571427,0.5357142857142857,0.25
166,0.21428571428571427,0.5714285714285714,0.21428571428571427
167,0.21428571428571427,0.6071428571428571,0.17857142857142858
168,0.21428571428571427,0.6428571428571429,0.14285714285714285
169,0.21428571428571427,0.6785714285714286,0.10714285714285714
170,0.21428571428571427,0.7142857142857143,0.07142857142857142
171,0.21428571428571427,0.75,0.03571428571428571
172,0.21428571428571427,0.7857142857142857,0.0
173,0.25,0.0,0.75
174,0.25,0.03571428571428571,0.7142857142857143
175,0.25,0.07142857142857142,0.6785714285714286
176,0.25,0.10714285714285714,0.6428571428571429
177,0.25,0.14285714285714285,0.6071428571428571
178,0.25,0.17857142857142858,0.5714285714285714
179,0.25,0.21428571428571427,0.5357142857142857
180,0.25,0.25,0.5
181,0.25,0.2857142857142857,0.4642857142857143
182,0.25,0.32142857142857145,0.42857142857142855
183,0.25,0.35714285714285715,0.39285714285714285
184,0.25,0.39285714285714285,0.35714285714285715
185,0.25,0.42857142857142855,0.32142857142857145
186,0.25,0.4642857142857143,0.2857142857142857
187,0.25,0.5,0.25
188,0.25,0.5357142857142857,0.21428571428571427
189,0.25,0.5714285714285714,0.17857142857142858
190,0.25,0.6071428571428571,0.14285714285714285
191,0.25,0.6428571428571429,0.10714285714285714
192,0.25,0.6785714285714286,0.07142857142857142
193,0.25,0.7142857142857143,0.03571428571428571
194,0.25,0.75,0.0
195,0.2857142857142857,0.0,0.7142857142857143
196,0.2857142857142857,0.03571428571428571,0.6785714285714286
197,0.2857142857142857,0.07142857142857142,0.6428571428571429
198,0.2857142857142857,0.10714285714285714,0.6071428571428571
199,0.2857142857142857,0.14285714285714285,0.5714285714285714
200,0.2857142857142857,0.17857142857142858,0.5357142857142857
201,0.2857142857142857,0.21428571428571427,0.5
202,0.2857142857142857,0.25,0.4642857142857143
203,0.2857142857142857,0.2857142857142857,0.42857142857142855
204,0.2857142857142857,0.32142857142857145,0.39285714285714285
205,0.2857142857142857,0.35714285714285715,0.35714285714285715
206,0.2857142857142857,0.39285714285714285,0.32142857142857145
207,0.2857142857142857,0.4642857142857143,0.25
208,0.2857142857142857,0.5,0.21428571428571427
209,0.2857142857142857,0.5357142857142857,0.17857142857142858
210,0.2857142857142857,0.5714285714285714,0.14285714285714285
211,0.2857142857142857,0.6428571428571429,0.07142857142857142
212,0.2857142857142857,0.6785714285714286,0.03571428571428571
213,0.2857142857142857,0.7142857142857143,0.0
214,0.32142857142857145,0.0,0.6785714285714286
215,0.32142857142857145,0.03571428571428571,0.6428571428571429
216,0.32142857142857145,0.07142857142857142,0.6071428571428571
217,0.32142857142857145,0.10714285714285714,0.5714285714285714
218,0.32142857142857145,0.14285714285714285,0.5357142857142857
219,0.32142857142857145,0.17857142857142858,0.5
220,0.32142857142857145,0.21428571428571427,0.4642857142857143
221,0.32142857142857145,0.25,0.42857142857142855
222,0.32142857142857145,0.2857142857142857,0.39285714285714285
223,0.32142857142857145,0.32142857142857145,0.35714285714285715
224,0.32142857142857145,0.35714285714285715,0.32142857142857145
225,0.32142857142857145,0.39285714285714285,0.2857142857142857
226,0.32142857142857145,0.42857142857142855,0.25
227,0.32142857142857145,0.4642857142857143,0.21428571428571427
228,0.32142857142857145,0.5,0.17857142857142858
229,0.32142857142857145,0.5357142857142857,0.14285714285714285
230,0.32142857142857145,0.6071428571428571,0.07142857142857142
231,0.32142857142857145,0.6785714285714286,0.0
232,0.35714285714285715,0.0,0.6428571428571429
233,0.35714285714285715,0.03571428571428571,0.6071428571428571
234,0.35714285714285715,0.07142857142857142,0.5714285714285714
235,0.35714285714285715,0.10714285714285714,0.5357142857142857
236,0.35714285714285715,0.14285714285714285,0.5
237,0.35714285714285715,0.17857142857142858,0.4642857142857143
238,0.35714285714285715,0.21428571428571427,0.42857142857142855
239,0.35714285714285715,0.25,0.39285714285714285
240,0.35714285714285715,0.2857142857142857,0.35714285714285715
241,0.35714285714285715,0.32142857142857145,0.32142857142857145
242,0.35714285714285715,0.35714285714285715,0.2857142857142857
243,0.35714285714285715,0.39285714285714285,0.25
244,0.35714285714285715,0.42857142857142855,0.21428571428571427
245,0.35714285714285715,0.4642857142857143,0.17857142857142858
246,0.35714285714285715,0.5,0.14285714285714285
247,0.35714285714285715,0.5714285714285714,0.07142857142857142
248,0.35714285714285715,0.6428571428571429,0.0
249,0.39285714285714285,0.0,0.6071428571428571
250,0.39285714285714285,0.03571428571428571,0.5714285714285714
251,0.39285714285714285,0.07142857142857142,0.5357142857142857
252,0.39285714285714285,0.10714285714285714,0.5
253,0.39285714285714285,0.14285714285714285,0.4642857142857143
254,0.39285714285714285,0.17857142857142858,0.42857142857142855
255,0.39285714285714285,0.21428571428571427,0.39285714285714285
256,0.39285714285714285,0.25,0.35714285714285715
257,0.39285714285714285,0.2857142857142857,0.32142857142857145
258,0.39285714285714285,0.32142857142857145,0.2857142857142857
259,0.39285714285714285,0.35714285714285715,0.25
260,0.39285714285714285,0.39285714285714285,0.21428571428571427
261,0.39285714285714285,0.42857142857142855,0.17857142857142858
262,0.39285714285714285,0.4642857142857143,0.14285714285714285
263,0.39285714285714285,0.5357142857142857,0.07142857142857142
264,0.39285714285714285,0.6071428571428571,0.0
265,0.42857142857142855,0.0,0.5714285714285714
266,0.42857142857142855,0.03571428571428571,0.5357142857142857
267,0.42857142857142855,0.07142857142857142,0.5
268,0.42857142857142855,0.10714285714285714,0.4642857142857143
269,0.42857142857142855,0.14285714285714285,0.42857142857142855
270,0.42857142857142855,0.17857142857142858,0.39285714285714285
271,0.42857142857142855,0.21428571428571427,0.35714285714285715
272,0.42857142857142855,0.25,0.32142857142857145
273,0.42857142857142855,0.32142857142857145,0.25
274,0.42857142857142855,0.35714285714285715,0.21428571428571427
275,0.42857142857142855,0.39285714285714285,0.17857142857142858
276,0.42857142857142855,0.42857142857142855,0.14285714285714285
277,0.42857142857142855,0.5,0.07142857142857142
278,0.42857142857142855,0.5714285714285714,0.0
279,0.4642857142857143,0.0,0.5357142857142857
280,0.4642857142857143,0.03571428571428571,0.5
281,0.4642857142857143,0.07142857142857142,0.4642857142857143
282,0.4642857142857143,0.10714285714285714,0.42857142857142855
283,0.4642857142857143,0.14285714285714285,0.39285714285714285
284,0.4642857142857143,0.17857142857142858,0.35714285714285715
285,0.4642857142857143,0.21428571428571427,0.32142857142857145
286,0.4642857142857143,0.25,0.2857142857142857
287,0.4642857142857143,0.2857142857142857,0.25
288,0.4642857142857143,0.32142857142857145,0.21428571428571427
289,0.4642857142857143,0.35714285714285715,0.17857142857142858
290,0.4642857142857143,0.39285714285714285,0.14285714285714285
291,0.4642857142857143,0.4642857142857143,0.07142857142857142
292,0.4642857142857143,0.5,0.03571428571428571
293,0.4642857142857143,0.5357142857142857,0.0
294,0.5,0.0,0.5
295,0.5,0.03571428571428571,0.4642857142857143
296,0.5,0.07142857142857142,0.42857142857142855
297,0.5,0.10714285714285714,0.39285714285714285
298,0.5,0.14285714285714285,0.35714285714285715
299,0.5,0.17857142857142858,0.32142857142857145
300,0.5,0.21428571428571427,0.2857142857142857
301,0.5,0.25,0.25
302,0.5,0.2857142857142857,0.21428571428571427
303,0.5,0.32142857142857145,0.17857142857142858
304,0.5,0.35714285714285715,0.14285714285714285
305,0.5,0.42857142857142855,0.07142857142857142
306,0.5,0.4642857142857143,0.03571428571428571
307,0.5,0.5,0.0
308,0.5357142857142857,0.0,0.4642857142857143
309,0.5357142857142857,0.03571428571428571,0.42857142857142855
310,0.5357142857142857,0.07142857142857142,0.39285714285714285
311,0.5357142857142857,0.10714285714285714,0.35714285714285715
312,0.5357142857142857,0.14285714285714285,0.32142857142857145
313,0.5357142857142857,0.17857142857142858,0.2857142857142857
314,0.5357142857142857,0.21428571428571427,0.25
315,0.5357142857142857,0.25,0.21428571428571427
316,0.5357142857142857,0.2857142857142857,0.17857142857142858
317,0.5357142857142857,0.32142857142857145,0.14285714285714285
318,0.5357142857142857,0.39285714285714285,0.07142857142857142
319,0.5357142857142857,0.4642857142857143,0.0
320,0.5714285714285714,0.0,0.42857142857142855
321,0.5714285714285714,0.03571428571428571,0.39285714285714285
322,0.5714285714285714,0.07142857142857142,0.35714285714285715
323,0.5714285714285714,0.10714285714285714,0.32142857142857145
324,0.5714285714285714,0.17857142857142858,0.25
325,0.5714285714285714,0.21428571428571427,0.21428571428571427
326,0.5714285714285714,0.25,0.17857142857142858
327,0.5714285714285714,0.2857142857142857,0.14285714285714285
328,0.5714285714285714,0.35714285714285715,0.07142857142857142
329,0.5714285714285714,0.42857142857142855,0.0
330,0.6071428571428571,0.0,0.39285714285714285
331,0.6071428571428571,0.03571428571428571,0.35714285714285715
332,0.6071428571428571,0.07142857142857142,0.32142857142857145
333,0.6071428571428571,0.14285714285714285,0.25
334,0.6071428571428571,0.17857142857142858,0.21428571428571427
335,0.6071428571428571,0.21428571428571427,0.17857142857142858
336,0.6071428571428571,0.25,0.14285714285714285
337,0.6071428571428571,0.32142857142857145,0.07142857142857142
338,0.6071428571428571,0.39285714285714285,0.0
339,0.6428571428571429,0.0,0.35714285714285715
340,0.6428571428571429,0.03571428571428571,0.32142857142857145
341,0.6428571428571429,0.07142857142857142,0.2857142857142857
342,0.6428571428571429,0.10714285714285714,0.25
343,0.6428571428571429,0.14285714285714285,0.21428571428571427
344,0.6428571428571429,0.17857142857142858,0.17857142857142858
345,0.6428571428571429,0.21428571428571427,0.14285714285714285
346,0.6428571428571429,0.25,0.10714285714285714
347,0.6428571428571429,0.2857142857142857,0.07142857142857142
348,0.6428571428571429,0.35714285714285715,0.0
349,0.6785714285714286,0.0,0.32142857142857145
350,0.6785714285714286,0.03571428571428571,0.2857142857142857
351,0.6785714285714286,0.07142857142857142,0.25
352,0.6785714285714286,0.10714285714285714,0.21428571428571427
353,0.6785714285714286,0.14285714285714285,0.17857142857142858
354,0.6785714285714286,0.17857142857142858,0.14285714285714285
355,0.6785714285714286,0.21428571428571427,0.10714285714285714
356,0.6785714285714286,0.25,0.07142857142857142
357,0.6785714285714286,0.2857142857142857,0.03571428571428571
358,0.6785714285714286,0.32142857142857145,0.0
359,0.7142857142857143,0.0,0.2857142857142857
360,0.7142857142857143,0.03571428571428571,0.25
361,0.7142857142857143,0.07142857142857142,0.21428571428571427
362,0.7142857142857143,0.10714285714285714,0.17857142857142858
363,0.7142857142857143,0.14285714285714285,0.14285714285714285
364,0.7142857142857143,0.17857142857142858,0.10714285714285714
365,0.7142857142857143,0.21428571428571427,0.07142857142857142
366,0.7142857142857143,0.25,0.03571428571428571
367,0.7142857142857143,0.2857142857142857,0.0
368,0.75,0.0,0.25
369,0.75,0.03571428571428571,0.21428571428571427
370,0.75,0.07142857142857142,0.17857142857142858
371,0.75,0.10714285714285714,0.14285714285714285
372,0.75,0.17857142857142858,0.07142857142857142
373,0.75,0.21428571428571427,0.03571428571428571
374,0.75,0.25,0.0
375,0.7857142857142857,0.0,0.21428571428571427
376,0.7857142857142857,0.03571428571428571,0.17857142857142858
377,0.7857142857142857,0.07142857142857142,0.14285714285714285
378,0.7857142857142857,0.14285714285714285,0.07142857142857142
379,0.7857142857142857,0.17857142857142858,0.03571428571428571
380,0.7857142857142857,0.21428571428571427,0.0
381,0.8214285714285714,0.0,0.17857142857142858
382,0.8214285714285714,0.03571428571428571,0.14285714285714285
383,0.8214285714285714,0.17857142857142858,0.0
384,0.8571428571428571,0.0,0.14285714285714285
385,0.8571428571428571,0.14285714285714285,0.0
386,0.8928571428571429,0.0,0.10714285714285714
387,0.8928571428571429,0.03571428571428571,0.07142857142857142
388,0.8928571428571429,0.07142857142857142,0.03571428571428571
389,0.8928571428571429,0.10714285714285714,0.0
390,0.9285714285714286,0.0,0.07142857142857142
391,0.9285714285714286,0.03571428571428571,0.03571428571428571
392,0.9285714285714286,0.07142857142857142,0.0
393,0.9642857142857143,0.0,0.03571428571428571
394,0.9642857142857143,0.03571428571428571,0.0
395,1.0,0.0,0.0
